Line Number,Label Text,Link,Rising Value
1,Kaka,https://trends.google.ca/trends/explore?q=kaka&date=now+7-d&geo=CA,Breakout
2,Harry kane,https://trends.google.ca/trends/explore?q=harry+kane&date=now+7-d&geo=CA,Breakout
3,I am georgina,https://trends.google.ca/trends/explore?q=i+am+georgina&date=now+7-d&geo=CA,Breakout
4,Al-nassr vs al-ahli saudi,https://trends.google.ca/trends/explore?q=al-nassr+vs+al-ahli+saudi&date=now+7-d&geo=CA,Breakout
5,Cristiano ronaldo girlfriend list,https://trends.google.ca/trends/explore?q=cristiano+ronaldo+girlfriend+list&date=now+7-d&geo=CA,Breakout
6,Man united vs barnsley,https://trends.google.ca/trends/explore?q=man+united+vs+barnsley&date=now+7-d&geo=CA,Breakout
7,Edad de cristiano ronaldo,https://trends.google.ca/trends/explore?q=edad+de+cristiano+ronaldo&date=now+7-d&geo=CA,Breakout
8,Endrick,https://trends.google.ca/trends/explore?q=endrick&date=now+7-d&geo=CA,Breakout
9,Cristiano ronaldo date of birth,https://trends.google.ca/trends/explore?q=cristiano+ronaldo+date+of+birth&date=now+7-d&geo=CA,Breakout
10,Cristiano ronaldo portugal shirt,https://trends.google.ca/trends/explore?q=cristiano+ronaldo+portugal+shirt&date=now+7-d&geo=CA,Breakout
11,Ligue 1,https://trends.google.ca/trends/explore?q=ligue+1&date=now+7-d&geo=CA,Breakout
12,Bundesliga,https://trends.google.ca/trends/explore?q=bundesliga&date=now+7-d&geo=CA,+600%
13,Georgina rodriguez net worth,https://trends.google.ca/trends/explore?q=georgina+rodriguez+net+worth&date=now+7-d&geo=CA,+500%
14,Saudi pro league,https://trends.google.ca/trends/explore?q=saudi+pro+league&date=now+7-d&geo=CA,+450%
15,Cristiano ronaldo coin,https://trends.google.ca/trends/explore?q=cristiano+ronaldo+coin&date=now+7-d&geo=CA,+450%
16,How many kids does cristiano ronaldo have,https://trends.google.ca/trends/explore?q=how+many+kids+does+cristiano+ronaldo+have&date=now+7-d&geo=CA,+400%
17,Funko pop cristiano ronaldo,https://trends.google.ca/trends/explore?q=funko+pop+cristiano+ronaldo&date=now+7-d&geo=CA,+300%
18,Cristiano ronaldo jeune,https://trends.google.ca/trends/explore?q=cristiano+ronaldo+jeune&date=now+7-d&geo=CA,+300%
19,Real madrid cf,https://trends.google.ca/trends/explore?q=real+madrid+cf&date=now+7-d&geo=CA,+300%
20,Karim benzema,https://trends.google.ca/trends/explore?q=karim+benzema&date=now+7-d&geo=CA,+250%
21,Cristiano ronaldo fortune,https://trends.google.ca/trends/explore?q=cristiano+ronaldo+fortune&date=now+7-d&geo=CA,+250%
22,Cristiano ronaldo manchester united,https://trends.google.ca/trends/explore?q=cristiano+ronaldo+manchester+united&date=now+7-d&geo=CA,+160%
23,Al nassr,https://trends.google.ca/trends/explore?q=al+nassr&date=now+7-d&geo=CA,+150%
24,Georgina rodríguez,https://trends.google.ca/trends/explore?q=georgina+rodr%C3%ADguez&date=now+7-d&geo=CA,+140%
25,Georgina rodriguez,https://trends.google.ca/trends/explore?q=georgina+rodriguez&date=now+7-d&geo=CA,+140%
