Line Number,Label Text,Link,Rising Value
1,Uae vs united states,https://trends.google.ca/trends/explore?q=uae+vs+united+states&date=now+7-d&geo=CA,Breakout
2,United states u-20 vs north korea u-20,https://trends.google.ca/trends/explore?q=united+states+u-20+vs+north+korea+u-20&date=now+7-d&geo=CA,Breakout
3,Namibia national cricket team vs united states national cricket team match scorecard,https://trends.google.ca/trends/explore?q=namibia+national+cricket+team+vs+united+states+national+cricket+team+match+scorecard&date=now+7-d&geo=CA,Breakout
4,United states u-20 vs germany u-20,https://trends.google.ca/trends/explore?q=united+states+u-20+vs+germany+u-20&date=now+7-d&geo=CA,Breakout
5,Spices 3 辣妹 子 370 372 12th st oakland ca 94607 united states,https://trends.google.ca/trends/explore?q=spices+3+%E8%BE%A3%E5%A6%B9+%E5%AD%90+370+372+12th+st+oakland+ca+94607+united+states&date=now+7-d&geo=CA,Breakout
6,United states vs billie holiday,https://trends.google.ca/trends/explore?q=united+states+vs+billie+holiday&date=now+7-d&geo=CA,Breakout
7,Icc cwc league 2,https://trends.google.ca/trends/explore?q=icc+cwc+league+2&date=now+7-d&geo=CA,Breakout
8,Canada vs nepal,https://trends.google.ca/trends/explore?q=canada+vs+nepal&date=now+7-d&geo=CA,Breakout
9,South africa vs afghanistan,https://trends.google.ca/trends/explore?q=south+africa+vs+afghanistan&date=now+7-d&geo=CA,Breakout
10,Uae cricket team vs united states national cricket team match scorecard,https://trends.google.ca/trends/explore?q=uae+cricket+team+vs+united+states+national+cricket+team+match+scorecard&date=now+7-d&geo=CA,Breakout
11,Namibia vs united states,https://trends.google.ca/trends/explore?q=namibia+vs+united+states&date=now+7-d&geo=CA,"+4,450%"
12,Smit patel,https://trends.google.ca/trends/explore?q=smit+patel&date=now+7-d&geo=CA,"+4,000%"
13,Sushant modani,https://trends.google.ca/trends/explore?q=sushant+modani&date=now+7-d&geo=CA,"+3,750%"
14,Andries gous,https://trends.google.ca/trends/explore?q=andries+gous&date=now+7-d&geo=CA,"+3,550%"
15,"Howard johnson by wyndham rock hill,911 riverview rd,rock hill, sc 29730,united states","https://trends.google.ca/trends/explore?q=howard+johnson+by+wyndham+rock+hill,911+riverview+rd,rock+hill,+sc+29730,united+states&date=now+7-d&geo=CA","+3,200%"
16,Monank patel,https://trends.google.ca/trends/explore?q=monank+patel&date=now+7-d&geo=CA,"+3,050%"
17,"D's giant burgers,358 parker ave,rodeo, ca 94572,united states","https://trends.google.ca/trends/explore?q=d's+giant+burgers,358+parker+ave,rodeo,+ca+94572,united+states&date=now+7-d&geo=CA","+2,750%"
18,United states vs bruce springsteen hat,https://trends.google.ca/trends/explore?q=united+states+vs+bruce+springsteen+hat&date=now+7-d&geo=CA,"+2,450%"
19,Saurabh netravalkar,https://trends.google.ca/trends/explore?q=saurabh+netravalkar&date=now+7-d&geo=CA,"+1,300%"
20,"Acai joint,17575 colima rd,unit b,rowland heights, ca 91748,united states","https://trends.google.ca/trends/explore?q=acai+joint,17575+colima+rd,unit+b,rowland+heights,+ca+91748,united+states&date=now+7-d&geo=CA","+1,200%"
21,Sri lanka vs new zealand,https://trends.google.ca/trends/explore?q=sri+lanka+vs+new+zealand&date=now+7-d&geo=CA,"+1,150%"
22,"Sioux falls, sd, united states","https://trends.google.ca/trends/explore?q=sioux+falls,+sd,+united+states&date=now+7-d&geo=CA","+1,150%"
23,When did abortion become legal in the united states,https://trends.google.ca/trends/explore?q=when+did+abortion+become+legal+in+the+united+states&date=now+7-d&geo=CA,+850%
24,How many black people in united states,https://trends.google.ca/trends/explore?q=how+many+black+people+in+united+states&date=now+7-d&geo=CA,+500%
25,43rd president of the united states,https://trends.google.ca/trends/explore?q=43rd+president+of+the+united+states&date=now+7-d&geo=CA,+450%
