Query,Line Number,Seed,Link,Rising Value,Date
 Computer Science,1,Computer science resume template,https://trends.google.ca/trends/explore?q=computer+science+resume+template&date=now+7-d&geo=CA,+250%,2024-09-26
 Computer Science,2,Wgu computer science,https://trends.google.ca/trends/explore?q=wgu+computer+science&date=now+7-d&geo=CA,+180%,2024-09-26
 Computer Science,3,Harvard free computer science course,https://trends.google.ca/trends/explore?q=harvard+free+computer+science+course&date=now+7-d&geo=CA,+140%,2024-09-26
 Computer Science,4,Overleaf,https://trends.google.ca/trends/explore?q=overleaf&date=now+7-d&geo=CA,+140%,2024-09-26
 Computer Science,5,It vs computer science,https://trends.google.ca/trends/explore?q=it+vs+computer+science&date=now+7-d&geo=CA,+130%,2024-09-26
 Computer Science,6,Bachelor's degree in computer science,https://trends.google.ca/trends/explore?q=bachelor's+degree+in+computer+science&date=now+7-d&geo=CA,+110%,2024-09-26
 Computer Science,7,Ouac,https://trends.google.ca/trends/explore?q=ouac&date=now+7-d&geo=CA,+110%,2024-09-26
 Computer Science,8,Women in computer science,https://trends.google.ca/trends/explore?q=women+in+computer+science&date=now+7-d&geo=CA,+100%,2024-09-26
 Computer Science,9,Uoft computer science admission average,https://trends.google.ca/trends/explore?q=uoft+computer+science+admission+average&date=now+7-d&geo=CA,+90%,2024-09-26
 Computer Science,10,University of toronto acceptance rate,https://trends.google.ca/trends/explore?q=university+of+toronto+acceptance+rate&date=now+7-d&geo=CA,+70%,2024-09-26
 Computer Science,11,Omscs,https://trends.google.ca/trends/explore?q=omscs&date=now+7-d&geo=CA,+60%,2024-09-26
 Computer Science,12,Software engineer salary,https://trends.google.ca/trends/explore?q=software+engineer+salary&date=now+7-d&geo=CA,+50%,2024-09-26
 Computer Science,13,University of victoria,https://trends.google.ca/trends/explore?q=university+of+victoria&date=now+7-d&geo=CA,+50%,2024-09-26
 Computer Science,14,Ontario tech university,https://trends.google.ca/trends/explore?q=ontario+tech+university&date=now+7-d&geo=CA,+40%,2024-09-26
