Line Number,Label Text,Link,Rising Value
1,Due south,https://trends.google.ca/trends/explore?q=due+south&date=now+7-d&geo=CA,Breakout
2,Battlestar galactica,https://trends.google.ca/trends/explore?q=battlestar+galactica&date=now+7-d&geo=CA,Breakout
3,Lorne greene,https://trends.google.ca/trends/explore?q=lorne+greene&date=now+7-d&geo=CA,Breakout
4,Boys hulk costume,https://trends.google.ca/trends/explore?q=boys+hulk+costume&date=now+7-d&geo=CA,Breakout
5,Space hulk deathwing mods,https://trends.google.ca/trends/explore?q=space+hulk+deathwing+mods&date=now+7-d&geo=CA,Breakout
6,Battlestar galactica cast,https://trends.google.ca/trends/explore?q=battlestar+galactica+cast&date=now+7-d&geo=CA,Breakout
7,Hulk hogan's rock 'n' wrestling,https://trends.google.ca/trends/explore?q=hulk+hogan's+rock+'n'+wrestling&date=now+7-d&geo=CA,Breakout
8,Hulk hogan rock n wrestling,https://trends.google.ca/trends/explore?q=hulk+hogan+rock+n+wrestling&date=now+7-d&geo=CA,Breakout
9,Lorne greene battlestar galactica,https://trends.google.ca/trends/explore?q=lorne+greene+battlestar+galactica&date=now+7-d&geo=CA,Breakout
10,Hulk hogan's rock n wrestling,https://trends.google.ca/trends/explore?q=hulk+hogan's+rock+n+wrestling&date=now+7-d&geo=CA,Breakout
11,Andre the giant height,https://trends.google.ca/trends/explore?q=andre+the+giant+height&date=now+7-d&geo=CA,Breakout
12,Rey mysterio,https://trends.google.ca/trends/explore?q=rey+mysterio&date=now+7-d&geo=CA,"+3,000%"
13,Due south cast,https://trends.google.ca/trends/explore?q=due+south+cast&date=now+7-d&geo=CA,+450%
14,The incredible hulk cast,https://trends.google.ca/trends/explore?q=the+incredible+hulk+cast&date=now+7-d&geo=CA,+200%
15,Hulk muffins,https://trends.google.ca/trends/explore?q=hulk+muffins&date=now+7-d&geo=CA,+170%
