Query,Line Number,Seed,Link,Rising Value,Date
 Corvette,1,1963 gretsch corvette,https://trends.google.ca/trends/explore?q=1963+gretsch+corvette&date=now+7-d&geo=CA,Breakout,2024-09-26
 Corvette,2,Gretsch corvette guitar,https://trends.google.ca/trends/explore?q=gretsch+corvette+guitar&date=now+7-d&geo=CA,Breakout,2024-09-26
 Corvette,3,Gretsch corvette,https://trends.google.ca/trends/explore?q=gretsch+corvette&date=now+7-d&geo=CA,Breakout,2024-09-26
 Corvette,4,2019 chevy corvette zr1,https://trends.google.ca/trends/explore?q=2019+chevy+corvette+zr1&date=now+7-d&geo=CA,Breakout,2024-09-26
 Corvette,5,Stolen corvette,https://trends.google.ca/trends/explore?q=stolen+corvette&date=now+7-d&geo=CA,"+2,450%",2024-09-26
 Corvette,6,Rory gallagher,https://trends.google.ca/trends/explore?q=rory+gallagher&date=now+7-d&geo=CA,"+1,000%",2024-09-26
 Corvette,7,Corvette configurator,https://trends.google.ca/trends/explore?q=corvette+configurator&date=now+7-d&geo=CA,+180%,2024-09-26
 Corvette,8,2019 corvette zr1,https://trends.google.ca/trends/explore?q=2019+corvette+zr1&date=now+7-d&geo=CA,+170%,2024-09-26
 Corvette,9,1963 corvette,https://trends.google.ca/trends/explore?q=1963+corvette&date=now+7-d&geo=CA,+160%,2024-09-26
 Corvette,10,C5 corvette years,https://trends.google.ca/trends/explore?q=c5+corvette+years&date=now+7-d&geo=CA,+100%,2024-09-26
 Corvette,11,Ferrari f40,https://trends.google.ca/trends/explore?q=ferrari+f40&date=now+7-d&geo=CA,+90%,2024-09-26
 Corvette,12,Bring a trailer,https://trends.google.ca/trends/explore?q=bring+a+trailer&date=now+7-d&geo=CA,+70%,2024-09-26
 Corvette,13,1973 corvette stingray,https://trends.google.ca/trends/explore?q=1973+corvette+stingray&date=now+7-d&geo=CA,+60%,2024-09-26
 Corvette,14,1968 corvette,https://trends.google.ca/trends/explore?q=1968+corvette&date=now+7-d&geo=CA,+50%,2024-09-26
 Corvette,15,Corvette public school,https://trends.google.ca/trends/explore?q=corvette+public+school&date=now+7-d&geo=CA,+50%,2024-09-26
 Corvette,16,Northern corvette,https://trends.google.ca/trends/explore?q=northern+corvette&date=now+7-d&geo=CA,+40%,2024-09-26
