Query,Line Number,Seed,Link,Rising Value,Date
 Shepherd,1,The good shepherd barrie,https://trends.google.ca/trends/explore?q=the+good+shepherd+barrie&date=now+7-d&geo=CA,Breakout,2024-09-26
 Shepherd,2,Papillon dog,https://trends.google.ca/trends/explore?q=papillon+dog&date=now+7-d&geo=CA,Breakout,2024-09-26
 Shepherd,3,Shepherd study,https://trends.google.ca/trends/explore?q=shepherd+study&date=now+7-d&geo=CA,+300%,2024-09-26
 Shepherd,4,German shepherd forum,https://trends.google.ca/trends/explore?q=german+shepherd+forum&date=now+7-d&geo=CA,+250%,2024-09-26
 Shepherd,5,Good shepherd school okotoks,https://trends.google.ca/trends/explore?q=good+shepherd+school+okotoks&date=now+7-d&geo=CA,+250%,2024-09-26
 Shepherd,6,Nova scotia duck tolling retriever,https://trends.google.ca/trends/explore?q=nova+scotia+duck+tolling+retriever&date=now+7-d&geo=CA,+200%,2024-09-26
 Shepherd,7,Good shepherd school peace river,https://trends.google.ca/trends/explore?q=good+shepherd+school+peace+river&date=now+7-d&geo=CA,+190%,2024-09-26
 Shepherd,8,Romario shepherd,https://trends.google.ca/trends/explore?q=romario+shepherd&date=now+7-d&geo=CA,+160%,2024-09-26
 Shepherd,9,English springer spaniel,https://trends.google.ca/trends/explore?q=english+springer+spaniel&date=now+7-d&geo=CA,+160%,2024-09-26
 Shepherd,10,The lord's my shepherd,https://trends.google.ca/trends/explore?q=the+lord's+my+shepherd&date=now+7-d&geo=CA,+120%,2024-09-26
 Shepherd,11,German shepherd puppies alberta,https://trends.google.ca/trends/explore?q=german+shepherd+puppies+alberta&date=now+7-d&geo=CA,+120%,2024-09-26
 Shepherd,12,Rhodesian ridgeback,https://trends.google.ca/trends/explore?q=rhodesian+ridgeback&date=now+7-d&geo=CA,+120%,2024-09-26
 Shepherd,13,Caterina scorsone,https://trends.google.ca/trends/explore?q=caterina+scorsone&date=now+7-d&geo=CA,+120%,2024-09-26
 Shepherd,14,The lord is my shepherd prayer,https://trends.google.ca/trends/explore?q=the+lord+is+my+shepherd+prayer&date=now+7-d&geo=CA,+100%,2024-09-26
 Shepherd,15,The lord is my shepherd song,https://trends.google.ca/trends/explore?q=the+lord+is+my+shepherd+song&date=now+7-d&geo=CA,+100%,2024-09-26
 Shepherd,16,German shepherd puppy price,https://trends.google.ca/trends/explore?q=german+shepherd+puppy+price&date=now+7-d&geo=CA,+100%,2024-09-26
 Shepherd,17,Australian shepherd vs border collie,https://trends.google.ca/trends/explore?q=australian+shepherd+vs+border+collie&date=now+7-d&geo=CA,+100%,2024-09-26
 Shepherd,18,Golden doodle,https://trends.google.ca/trends/explore?q=golden+doodle&date=now+7-d&geo=CA,+90%,2024-09-26
 Shepherd,19,Shepherd pie recipe,https://trends.google.ca/trends/explore?q=shepherd+pie+recipe&date=now+7-d&geo=CA,+80%,2024-09-26
 Shepherd,20,Church of the good shepherd,https://trends.google.ca/trends/explore?q=church+of+the+good+shepherd&date=now+7-d&geo=CA,+70%,2024-09-26
 Shepherd,21,Pyrenean shepherd,https://trends.google.ca/trends/explore?q=pyrenean+shepherd&date=now+7-d&geo=CA,+70%,2024-09-26
 Shepherd,22,White swiss shepherd dog,https://trends.google.ca/trends/explore?q=white+swiss+shepherd+dog&date=now+7-d&geo=CA,+70%,2024-09-26
 Shepherd,23,Bohemian shepherd,https://trends.google.ca/trends/explore?q=bohemian+shepherd&date=now+7-d&geo=CA,+70%,2024-09-26
 Shepherd,24,Shepherd pharmacy,https://trends.google.ca/trends/explore?q=shepherd+pharmacy&date=now+7-d&geo=CA,+60%,2024-09-26
 Shepherd,25,Dalmatian,https://trends.google.ca/trends/explore?q=dalmatian&date=now+7-d&geo=CA,+60%,2024-09-26
