Query,Line Number,Seed,Link,Rising Value,Date
 Machu Picchu,1,Inca rail,https://trends.google.ca/trends/explore?q=inca+rail&date=now+7-d&geo=CA,Breakout,2024-09-26
 Machu Picchu,2,Huacachina,https://trends.google.ca/trends/explore?q=huacachina&date=now+7-d&geo=CA,+250%,2024-09-26
 Machu Picchu,3,Nepal,https://trends.google.ca/trends/explore?q=nepal&date=now+7-d&geo=CA,+160%,2024-09-26
 Machu Picchu,4,Aguas calientes,https://trends.google.ca/trends/explore?q=aguas+calientes&date=now+7-d&geo=CA,+120%,2024-09-26
 Machu Picchu,5,Petra jordan,https://trends.google.ca/trends/explore?q=petra+jordan&date=now+7-d&geo=CA,+110%,2024-09-26
 Machu Picchu,6,Machu picchu weather october,https://trends.google.ca/trends/explore?q=machu+picchu+weather+october&date=now+7-d&geo=CA,+100%,2024-09-26
 Machu Picchu,7,Machu picchu where is it,https://trends.google.ca/trends/explore?q=machu+picchu+where+is+it&date=now+7-d&geo=CA,+80%,2024-09-26
 Machu Picchu,8,Angkor wat,https://trends.google.ca/trends/explore?q=angkor+wat&date=now+7-d&geo=CA,+80%,2024-09-26
 Machu Picchu,9,Machu picchu reservation,https://trends.google.ca/trends/explore?q=machu+picchu+reservation&date=now+7-d&geo=CA,+70%,2024-09-26
 Machu Picchu,10,When was machu picchu built,https://trends.google.ca/trends/explore?q=when+was+machu+picchu+built&date=now+7-d&geo=CA,+70%,2024-09-26
 Machu Picchu,11,Lima to cusco,https://trends.google.ca/trends/explore?q=lima+to+cusco&date=now+7-d&geo=CA,+60%,2024-09-26
 Machu Picchu,12,How long does it take to hike machu picchu,https://trends.google.ca/trends/explore?q=how+long+does+it+take+to+hike+machu+picchu&date=now+7-d&geo=CA,+50%,2024-09-26
 Machu Picchu,13,Lima to machu picchu,https://trends.google.ca/trends/explore?q=lima+to+machu+picchu&date=now+7-d&geo=CA,+50%,2024-09-26
 Machu Picchu,14,Machu picchu oakville,https://trends.google.ca/trends/explore?q=machu+picchu+oakville&date=now+7-d&geo=CA,+50%,2024-09-26
 Machu Picchu,15,Inca trail,https://trends.google.ca/trends/explore?q=inca+trail&date=now+7-d&geo=CA,+50%,2024-09-26
