Query,Line Number,Seed,Link,Rising Value,Date
 The Hunger Games,1,The hunger games book,https://trends.google.ca/trends/explore?q=the+hunger+games+book&date=now+1-d&geo=CA,,2024-10-01
 The Hunger Games,2,The ballad of songbirds and snakes,https://trends.google.ca/trends/explore?q=the+ballad+of+songbirds+and+snakes&date=now+1-d&geo=CA,,2024-10-01
 The Hunger Games,3,Hunger games cast,https://trends.google.ca/trends/explore?q=hunger+games+cast&date=now+1-d&geo=CA,,2024-10-01
 The Hunger Games,4,Where to watch the hunger games,https://trends.google.ca/trends/explore?q=where+to+watch+the+hunger+games&date=now+1-d&geo=CA,,2024-10-01
