Link,Label Text,Rising Value,Line Number
https://trends.google.ca/trends/explore?q=marvel+cinematic+universe+timeline&date=now+7-d&geo=CA,marvel cinematic universe timeline,,1
https://trends.google.ca/trends/explore?q=marvel+cinematic+universe+movies&date=now+7-d&geo=CA,marvel cinematic universe movies,,2
https://trends.google.ca/trends/explore?q=marvel+cinematic+universe+order&date=now+7-d&geo=CA,marvel cinematic universe order,,3
