Query,Line Number,Seed,Link,Rising Value,Date
 90 Day Fiancé: Before the 90 Days,1,90 day fiance before the 90 days,https://trends.google.ca/trends/explore?q=90+day+fiance+before+the+90+days&date=now+7-d&geo=CA,,2024-10-01
 90 Day Fiancé: Before the 90 Days,2,90 day fiance,https://trends.google.ca/trends/explore?q=90+day+fiance&date=now+7-d&geo=CA,,2024-10-01
 90 Day Fiancé: Before the 90 Days,3,90 day fiance the other way,https://trends.google.ca/trends/explore?q=90+day+fiance+the+other+way&date=now+7-d&geo=CA,,2024-10-01
 90 Day Fiancé: Before the 90 Days,4,90 day fiancé before the 90 days episodes,https://trends.google.ca/trends/explore?q=90+day+fianc%C3%A9+before+the+90+days+episodes&date=now+7-d&geo=CA,,2024-10-01
