Line Number,Label Text,Link,Rising Value
1,Gardens of babylon,https://trends.google.ca/trends/explore?q=gardens+of+babylon&date=now+7-d&geo=CA,+250%
2,7 wonders of the world,https://trends.google.ca/trends/explore?q=7+wonders+of+the+world&date=now+7-d&geo=CA,+110%
3,Wonders of the world,https://trends.google.ca/trends/explore?q=wonders+of+the+world&date=now+7-d&geo=CA,+70%
4,Machu picchu,https://trends.google.ca/trends/explore?q=machu+picchu&date=now+7-d&geo=CA,+60%
5,Christ the redeemer school division,https://trends.google.ca/trends/explore?q=christ+the+redeemer+school+division&date=now+7-d&geo=CA,+50%
6,Where is christ the redeemer,https://trends.google.ca/trends/explore?q=where+is+christ+the+redeemer&date=now+7-d&geo=CA,+50%
