Query,Line Number,Seed,Link,Rising Value,Date
 The sun,1,Indiana fever vs connecticut sun match player stats,https://trends.google.ca/trends/explore?q=indiana+fever+vs+connecticut+sun+match+player+stats&date=now+7-d&geo=CA,"+4,050%",2024-09-26
 The sun,2,Fever vs sun,https://trends.google.ca/trends/explore?q=fever+vs+sun&date=now+7-d&geo=CA,"+2,050%",2024-09-26
 The sun,3,A place in the sun palm springs,https://trends.google.ca/trends/explore?q=a+place+in+the+sun+palm+springs&date=now+7-d&geo=CA,+700%,2024-09-26
 The sun,4,The sun is a deadly laser,https://trends.google.ca/trends/explore?q=the+sun+is+a+deadly+laser&date=now+7-d&geo=CA,+500%,2024-09-26
 The sun,5,Connecticut sun,https://trends.google.ca/trends/explore?q=connecticut+sun&date=now+7-d&geo=CA,+500%,2024-09-26
 The sun,6,When the sun goes down and the moon comes up,https://trends.google.ca/trends/explore?q=when+the+sun+goes+down+and+the+moon+comes+up&date=now+7-d&geo=CA,+160%,2024-09-26
 The sun,7,Land of the midnight sun,https://trends.google.ca/trends/explore?q=land+of+the+midnight+sun&date=now+7-d&geo=CA,+150%,2024-09-26
 The sun,8,The dirty news,https://trends.google.ca/trends/explore?q=the+dirty+news&date=now+7-d&geo=CA,+140%,2024-09-26
 The sun,9,The sun tarot card meaning,https://trends.google.ca/trends/explore?q=the+sun+tarot+card+meaning&date=now+7-d&geo=CA,+120%,2024-09-26
 The sun,10,Which way does the sun rise,https://trends.google.ca/trends/explore?q=which+way+does+the+sun+rise&date=now+7-d&geo=CA,+90%,2024-09-26
 The sun,11,Luminosity of the sun,https://trends.google.ca/trends/explore?q=luminosity+of+the+sun&date=now+7-d&geo=CA,+90%,2024-09-26
 The sun,12,Evil under the sun,https://trends.google.ca/trends/explore?q=evil+under+the+sun&date=now+7-d&geo=CA,+80%,2024-09-26
 The sun,13,Cbc news ottawa,https://trends.google.ca/trends/explore?q=cbc+news+ottawa&date=now+7-d&geo=CA,+70%,2024-09-26
 The sun,14,Where does the sun go at night,https://trends.google.ca/trends/explore?q=where+does+the+sun+go+at+night&date=now+7-d&geo=CA,+70%,2024-09-26
 The sun,15,Raisin in the sun,https://trends.google.ca/trends/explore?q=raisin+in+the+sun&date=now+7-d&geo=CA,+60%,2024-09-26
 The sun,16,After baywatch moment in the sun,https://trends.google.ca/trends/explore?q=after+baywatch+moment+in+the+sun&date=now+7-d&geo=CA,+60%,2024-09-26
 The sun,17,When the sun goes down lyrics,https://trends.google.ca/trends/explore?q=when+the+sun+goes+down+lyrics&date=now+7-d&geo=CA,+60%,2024-09-26
 The sun,18,The brothers sun season 2,https://trends.google.ca/trends/explore?q=the+brothers+sun+season+2&date=now+7-d&geo=CA,+50%,2024-09-26
 The sun,19,How far is mercury from the sun,https://trends.google.ca/trends/explore?q=how+far+is+mercury+from+the+sun&date=now+7-d&geo=CA,+50%,2024-09-26
 The sun,20,Daily record,https://trends.google.ca/trends/explore?q=daily+record&date=now+7-d&geo=CA,+50%,2024-09-26
 The sun,21,Here comes the sun tab,https://trends.google.ca/trends/explore?q=here+comes+the+sun+tab&date=now+7-d&geo=CA,+50%,2024-09-26
 The sun,22,What is the closest planet to the sun,https://trends.google.ca/trends/explore?q=what+is+the+closest+planet+to+the+sun&date=now+7-d&geo=CA,+50%,2024-09-26
 The sun,23,The scottish sun,https://trends.google.ca/trends/explore?q=the+scottish+sun&date=now+7-d&geo=CA,+50%,2024-09-26
