Line Number,Label Text,Link,Rising Value
1,Chris rock movies,https://trends.google.ca/trends/explore?q=chris+rock+movies&date=now+1-d&geo=CA,+160%
2,Chris rock moncton,https://trends.google.ca/trends/explore?q=chris+rock+moncton&date=now+1-d&geo=CA,+140%
