Line Number,Label Text,Link,Rising Value
1,Lego sydney opera house,https://trends.google.ca/trends/explore?q=lego+sydney+opera+house&date=now+7-d&geo=CA,+300%
2,Sydney opera house schedule,https://trends.google.ca/trends/explore?q=sydney+opera+house+schedule&date=now+7-d&geo=CA,+150%
3,Sydney opera house architect,https://trends.google.ca/trends/explore?q=sydney+opera+house+architect&date=now+7-d&geo=CA,+150%
4,Sydney opera house events,https://trends.google.ca/trends/explore?q=sydney+opera+house+events&date=now+7-d&geo=CA,+50%
1,Lego sydney opera house,https://trends.google.ca/trends/explore?q=lego+sydney+opera+house&date=now+7-d&geo=CA,+300%
2,Sydney opera house schedule,https://trends.google.ca/trends/explore?q=sydney+opera+house+schedule&date=now+7-d&geo=CA,+150%
3,Sydney opera house architect,https://trends.google.ca/trends/explore?q=sydney+opera+house+architect&date=now+7-d&geo=CA,+150%
4,Sydney opera house events,https://trends.google.ca/trends/explore?q=sydney+opera+house+events&date=now+7-d&geo=CA,+50%
1,Lego sydney opera house,https://trends.google.ca/trends/explore?q=lego+sydney+opera+house&date=now+7-d&geo=CA,+300%
2,Sydney opera house schedule,https://trends.google.ca/trends/explore?q=sydney+opera+house+schedule&date=now+7-d&geo=CA,+150%
3,Sydney opera house architect,https://trends.google.ca/trends/explore?q=sydney+opera+house+architect&date=now+7-d&geo=CA,+150%
4,Sydney opera house events,https://trends.google.ca/trends/explore?q=sydney+opera+house+events&date=now+7-d&geo=CA,+50%
1,Lego sydney opera house,https://trends.google.ca/trends/explore?q=lego+sydney+opera+house&date=now+7-d&geo=CA,+300%
2,Sydney opera house schedule,https://trends.google.ca/trends/explore?q=sydney+opera+house+schedule&date=now+7-d&geo=CA,+150%
3,Sydney opera house architect,https://trends.google.ca/trends/explore?q=sydney+opera+house+architect&date=now+7-d&geo=CA,+150%
4,Sydney opera house events,https://trends.google.ca/trends/explore?q=sydney+opera+house+events&date=now+7-d&geo=CA,+50%
