Query,Line Number,Seed,Link,Rising Value,Date
 Green,1,Riley green presale,https://trends.google.ca/trends/explore?q=riley+green+presale&date=now+7-d&geo=CA,Breakout,2024-09-26
 Green,2,Riley green presale code,https://trends.google.ca/trends/explore?q=riley+green+presale+code&date=now+7-d&geo=CA,Breakout,2024-09-26
 Green,3,Riley green regina,https://trends.google.ca/trends/explore?q=riley+green+regina&date=now+7-d&geo=CA,"+4,800%",2024-09-26
 Green,4,2024 charli xcx album with a lime green cover,https://trends.google.ca/trends/explore?q=2024+charli+xcx+album+with+a+lime+green+cover&date=now+7-d&geo=CA,"+4,300%",2024-09-26
 Green,5,Riley green tour 2025,https://trends.google.ca/trends/explore?q=riley+green+tour+2025&date=now+7-d&geo=CA,"+2,950%",2024-09-26
 Green,6,Lester napoleon green,https://trends.google.ca/trends/explore?q=lester+napoleon+green&date=now+7-d&geo=CA,"+1,600%",2024-09-26
 Green,7,Riley green tour,https://trends.google.ca/trends/explore?q=riley+green+tour&date=now+7-d&geo=CA,"+1,500%",2024-09-26
 Green,8,Riley green tickets,https://trends.google.ca/trends/explore?q=riley+green+tickets&date=now+7-d&geo=CA,"+1,500%",2024-09-26
 Green,9,Riley green toronto,https://trends.google.ca/trends/explore?q=riley+green+toronto&date=now+7-d&geo=CA,"+1,250%",2024-09-26
 Green,10,Riley green concert,https://trends.google.ca/trends/explore?q=riley+green+concert&date=now+7-d&geo=CA,+500%,2024-09-26
 Green,11,Riley green,https://trends.google.ca/trends/explore?q=riley+green&date=now+7-d&geo=CA,+300%,2024-09-26
 Green,12,Green valley supermarket,https://trends.google.ca/trends/explore?q=green+valley+supermarket&date=now+7-d&geo=CA,+250%,2024-09-26
 Green,13,Green aura meaning,https://trends.google.ca/trends/explore?q=green+aura+meaning&date=now+7-d&geo=CA,+250%,2024-09-26
 Green,14,Green day seattle 2024,https://trends.google.ca/trends/explore?q=green+day+seattle+2024&date=now+7-d&geo=CA,+200%,2024-09-26
 Green,15,Shawn green,https://trends.google.ca/trends/explore?q=shawn+green&date=now+7-d&geo=CA,+200%,2024-09-26
 Green,16,Fiddler's green tragically hip,https://trends.google.ca/trends/explore?q=fiddler's+green+tragically+hip&date=now+7-d&geo=CA,+200%,2024-09-26
 Green,17,Green day seattle,https://trends.google.ca/trends/explore?q=green+day+seattle&date=now+7-d&geo=CA,+190%,2024-09-26
 Green,18,Riley green songs,https://trends.google.ca/trends/explore?q=riley+green+songs&date=now+7-d&geo=CA,+190%,2024-09-26
 Green,19,Green apple studio,https://trends.google.ca/trends/explore?q=green+apple+studio&date=now+7-d&geo=CA,+170%,2024-09-26
 Green,20,Green aura,https://trends.google.ca/trends/explore?q=green+aura&date=now+7-d&geo=CA,+150%,2024-09-26
 Green,21,Bc green party,https://trends.google.ca/trends/explore?q=bc+green+party&date=now+7-d&geo=CA,+140%,2024-09-26
 Green,22,Travis green,https://trends.google.ca/trends/explore?q=travis+green&date=now+7-d&geo=CA,+120%,2024-09-26
 Green,23,Green party nb,https://trends.google.ca/trends/explore?q=green+party+nb&date=now+7-d&geo=CA,+110%,2024-09-26
 Green,24,Fiddler's green lyrics,https://trends.google.ca/trends/explore?q=fiddler's+green+lyrics&date=now+7-d&geo=CA,+110%,2024-09-26
 Green,25,Green party,https://trends.google.ca/trends/explore?q=green+party&date=now+7-d&geo=CA,+50%,2024-09-26
