Query,Line Number,Seed,Link,Rising Value,Date
 Statue of Liberty,1,Central park new york,https://trends.google.ca/trends/explore?q=central+park+new+york&date=now+7-d&geo=CA,Breakout,2024-09-26
 Statue of Liberty,2,Statue of liberty flame,https://trends.google.ca/trends/explore?q=statue+of+liberty+flame&date=now+7-d&geo=CA,Breakout,2024-09-26
 Statue of Liberty,3,Chrysler building,https://trends.google.ca/trends/explore?q=chrysler+building&date=now+7-d&geo=CA,Breakout,2024-09-26
 Statue of Liberty,4,Summit one,https://trends.google.ca/trends/explore?q=summit+one&date=now+7-d&geo=CA,+250%,2024-09-26
 Statue of Liberty,5,Broadway shows,https://trends.google.ca/trends/explore?q=broadway+shows&date=now+7-d&geo=CA,+200%,2024-09-26
 Statue of Liberty,6,Chainsaw man statue of liberty,https://trends.google.ca/trends/explore?q=chainsaw+man+statue+of+liberty&date=now+7-d&geo=CA,+190%,2024-09-26
 Statue of Liberty,7,Who gifted the statue of liberty,https://trends.google.ca/trends/explore?q=who+gifted+the+statue+of+liberty&date=now+7-d&geo=CA,+190%,2024-09-26
 Statue of Liberty,8,Statue of liberty location,https://trends.google.ca/trends/explore?q=statue+of+liberty+location&date=now+7-d&geo=CA,+110%,2024-09-26
 Statue of Liberty,9,Moma,https://trends.google.ca/trends/explore?q=moma&date=now+7-d&geo=CA,+90%,2024-09-26
 Statue of Liberty,10,Empire state building tickets,https://trends.google.ca/trends/explore?q=empire+state+building+tickets&date=now+7-d&geo=CA,+70%,2024-09-26
 Statue of Liberty,11,Statue of unity,https://trends.google.ca/trends/explore?q=statue+of+unity&date=now+7-d&geo=CA,+70%,2024-09-26
 Statue of Liberty,12,Ferry to statue of liberty,https://trends.google.ca/trends/explore?q=ferry+to+statue+of+liberty&date=now+7-d&geo=CA,+70%,2024-09-26
 Statue of Liberty,13,Free ferry to statue of liberty,https://trends.google.ca/trends/explore?q=free+ferry+to+statue+of+liberty&date=now+7-d&geo=CA,+70%,2024-09-26
 Statue of Liberty,14,Statue of liberty facts,https://trends.google.ca/trends/explore?q=statue+of+liberty+facts&date=now+7-d&geo=CA,+60%,2024-09-26
 Statue of Liberty,15,Things to do in nyc,https://trends.google.ca/trends/explore?q=things+to+do+in+nyc&date=now+7-d&geo=CA,+60%,2024-09-26
 Statue of Liberty,16,Statue of liberty pedestal,https://trends.google.ca/trends/explore?q=statue+of+liberty+pedestal&date=now+7-d&geo=CA,+60%,2024-09-26
 Statue of Liberty,17,Statue of liberty history,https://trends.google.ca/trends/explore?q=statue+of+liberty+history&date=now+7-d&geo=CA,+60%,2024-09-26
 Statue of Liberty,18,Central park,https://trends.google.ca/trends/explore?q=central+park&date=now+7-d&geo=CA,+60%,2024-09-26
 Statue of Liberty,19,When did the statue of liberty turn green,https://trends.google.ca/trends/explore?q=when+did+the+statue+of+liberty+turn+green&date=now+7-d&geo=CA,+50%,2024-09-26
