Line Number,Label Text,Link,Rising Value
1,Perseus,https://trends.google.ca/trends/explore?q=perseus&date=now+7-d&geo=CA,Breakout
2,Pocahontas,https://trends.google.ca/trends/explore?q=pocahontas&date=now+7-d&geo=CA,Breakout
3,2017 film about wolverine,https://trends.google.ca/trends/explore?q=2017+film+about+wolverine&date=now+7-d&geo=CA,Breakout
4,Scintillae,https://trends.google.ca/trends/explore?q=scintillae&date=now+7-d&geo=CA,Breakout
5,Altima,https://trends.google.ca/trends/explore?q=altima&date=now+7-d&geo=CA,Breakout
6,94fbr deadpool and wolverine,https://trends.google.ca/trends/explore?q=94fbr+deadpool+and+wolverine&date=now+7-d&geo=CA,Breakout
7,Mega man,https://trends.google.ca/trends/explore?q=mega+man&date=now+7-d&geo=CA,Breakout
8,Time in a bottle,https://trends.google.ca/trends/explore?q=time+in+a+bottle&date=now+7-d&geo=CA,Breakout
9,Cedar point,https://trends.google.ca/trends/explore?q=cedar+point&date=now+7-d&geo=CA,Breakout
10,Pocahontas husband,https://trends.google.ca/trends/explore?q=pocahontas+husband&date=now+7-d&geo=CA,Breakout
11,Mother of perseus,https://trends.google.ca/trends/explore?q=mother+of+perseus&date=now+7-d&geo=CA,Breakout
12,Wolverine movie 2017,https://trends.google.ca/trends/explore?q=wolverine+movie+2017&date=now+7-d&geo=CA,"+1,500%"
13,Coffeeweed,https://trends.google.ca/trends/explore?q=coffeeweed&date=now+7-d&geo=CA,+950%
14,2017 film about wolverine nyt,https://trends.google.ca/trends/explore?q=2017+film+about+wolverine+nyt&date=now+7-d&geo=CA,+850%
15,When is deadpool and wolverine coming out on disney plus,https://trends.google.ca/trends/explore?q=when+is+deadpool+and+wolverine+coming+out+on+disney+plus&date=now+7-d&geo=CA,+800%
16,Taiwan airlines,https://trends.google.ca/trends/explore?q=taiwan+airlines&date=now+7-d&geo=CA,+700%
17,Wolverine 2017,https://trends.google.ca/trends/explore?q=wolverine+2017&date=now+7-d&geo=CA,+600%
18,The little mermaid,https://trends.google.ca/trends/explore?q=the+little+mermaid&date=now+7-d&geo=CA,+550%
19,Ghostbusters,https://trends.google.ca/trends/explore?q=ghostbusters&date=now+7-d&geo=CA,+400%
20,When will deadpool and wolverine be streaming on prime,https://trends.google.ca/trends/explore?q=when+will+deadpool+and+wolverine+be+streaming+on+prime&date=now+7-d&geo=CA,+300%
21,Nebulizer,https://trends.google.ca/trends/explore?q=nebulizer&date=now+7-d&geo=CA,+250%
22,Speak no evil,https://trends.google.ca/trends/explore?q=speak+no+evil&date=now+7-d&geo=CA,+190%
23,When is deadpool and wolverine coming out,https://trends.google.ca/trends/explore?q=when+is+deadpool+and+wolverine+coming+out&date=now+7-d&geo=CA,+170%
24,Wolverine supplies virden,https://trends.google.ca/trends/explore?q=wolverine+supplies+virden&date=now+7-d&geo=CA,+150%
25,When does deadpool and wolverine come out on streaming,https://trends.google.ca/trends/explore?q=when+does+deadpool+and+wolverine+come+out+on+streaming&date=now+7-d&geo=CA,+140%
