Line Number,Label Text,Link,Rising Value
1,Hua hin tennis,https://trends.google.ca/trends/explore?q=hua+hin+tennis&date=now+7-d&geo=CA,Breakout
2,Carol zhao,https://trends.google.ca/trends/explore?q=carol+zhao&date=now+7-d&geo=CA,Breakout
3,Korean tennis open,https://trends.google.ca/trends/explore?q=korean+tennis+open&date=now+7-d&geo=CA,"+4,550%"
4,Thailand open tennis 2024,https://trends.google.ca/trends/explore?q=thailand+open+tennis+2024&date=now+7-d&geo=CA,"+3,650%"
5,Thailand open tennis,https://trends.google.ca/trends/explore?q=thailand+open+tennis&date=now+7-d&geo=CA,"+2,700%"
