Query,Line Number,Seed,Link,Rising Value,Date
 iphone 16,1,Iphone 16 issues,https://trends.google.ca/trends/explore?q=iphone+16+issues&date=now+7-d&geo=CA,+400%,2024-09-26
 iphone 16,2,Iphone 16 camera button,https://trends.google.ca/trends/explore?q=iphone+16+camera+button&date=now+7-d&geo=CA,+190%,2024-09-26
 iphone 16,3,Jump plus,https://trends.google.ca/trends/explore?q=jump+plus&date=now+7-d&geo=CA,+100%,2024-09-26
 iphone 16,4,Iphone 16 pro max wallpaper,https://trends.google.ca/trends/explore?q=iphone+16+pro+max+wallpaper&date=now+7-d&geo=CA,+90%,2024-09-26
 iphone 16,5,Iphone 16 pro wallpaper,https://trends.google.ca/trends/explore?q=iphone+16+pro+wallpaper&date=now+7-d&geo=CA,+90%,2024-09-26
 iphone 16,6,Iphone 16 wallpaper,https://trends.google.ca/trends/explore?q=iphone+16+wallpaper&date=now+7-d&geo=CA,+80%,2024-09-26
 iphone 16,7,Apple store near me,https://trends.google.ca/trends/explore?q=apple+store+near+me&date=now+7-d&geo=CA,+80%,2024-09-26
 iphone 16,8,Iphone 16 screen protector,https://trends.google.ca/trends/explore?q=iphone+16+screen+protector&date=now+7-d&geo=CA,+70%,2024-09-26
 iphone 16,9,Iphone 16 plus case,https://trends.google.ca/trends/explore?q=iphone+16+plus+case&date=now+7-d&geo=CA,+70%,2024-09-26
 iphone 16,10,Iphone 16 pro cover,https://trends.google.ca/trends/explore?q=iphone+16+pro+cover&date=now+7-d&geo=CA,+70%,2024-09-26
 iphone 16,11,Iphone 16 pro screen protector,https://trends.google.ca/trends/explore?q=iphone+16+pro+screen+protector&date=now+7-d&geo=CA,+70%,2024-09-26
 iphone 16,12,Iphone 16 pro battery,https://trends.google.ca/trends/explore?q=iphone+16+pro+battery&date=now+7-d&geo=CA,+60%,2024-09-26
 iphone 16,13,Best buy iphone 16 pro,https://trends.google.ca/trends/explore?q=best+buy+iphone+16+pro&date=now+7-d&geo=CA,+60%,2024-09-26
 iphone 16,14,Iphone 16 pro features,https://trends.google.ca/trends/explore?q=iphone+16+pro+features&date=now+7-d&geo=CA,+60%,2024-09-26
 iphone 16,15,Iphone 16 pro battery life,https://trends.google.ca/trends/explore?q=iphone+16+pro+battery+life&date=now+7-d&geo=CA,+60%,2024-09-26
 iphone 16,16,Iphone 16 price in india,https://trends.google.ca/trends/explore?q=iphone+16+price+in+india&date=now+7-d&geo=CA,+60%,2024-09-26
 iphone 16,17,Iphone 16 charger,https://trends.google.ca/trends/explore?q=iphone+16+charger&date=now+7-d&geo=CA,+50%,2024-09-26
 iphone 16,18,Iphone 16 pro max best buy,https://trends.google.ca/trends/explore?q=iphone+16+pro+max+best+buy&date=now+7-d&geo=CA,+50%,2024-09-26
 iphone 16,19,Iphone 16 new features,https://trends.google.ca/trends/explore?q=iphone+16+new+features&date=now+7-d&geo=CA,+50%,2024-09-26
 iphone 16,20,When did the iphone 16 come out,https://trends.google.ca/trends/explore?q=when+did+the+iphone+16+come+out&date=now+7-d&geo=CA,+50%,2024-09-26
 iphone 16,21,Iphone 16 pro india price,https://trends.google.ca/trends/explore?q=iphone+16+pro+india+price&date=now+7-d&geo=CA,+50%,2024-09-26
 iphone 16,22,Otterbox,https://trends.google.ca/trends/explore?q=otterbox&date=now+7-d&geo=CA,+50%,2024-09-26
 iphone 16,23,Iphone 16 pro 256gb,https://trends.google.ca/trends/explore?q=iphone+16+pro+256gb&date=now+7-d&geo=CA,+50%,2024-09-26
 iphone 16,24,Iphone 16 case,https://trends.google.ca/trends/explore?q=iphone+16+case&date=now+7-d&geo=CA,+50%,2024-09-26
 iphone 16,25,Best buy iphone 16,https://trends.google.ca/trends/explore?q=best+buy+iphone+16&date=now+7-d&geo=CA,+50%,2024-09-26
