Line Number,Label Text,Link,Rising Value
1,Luis suárez,https://trends.google.ca/trends/explore?q=luis+su%C3%A1rez&date=now+7-d&geo=CA,Breakout
2,Christian benteke,https://trends.google.ca/trends/explore?q=christian+benteke&date=now+7-d&geo=CA,Breakout
3,Inter miami vs philadelphia union,https://trends.google.ca/trends/explore?q=inter+miami+vs+philadelphia+union&date=now+7-d&geo=CA,Breakout
4,Atletico madrid,https://trends.google.ca/trends/explore?q=atletico+madrid&date=now+7-d&geo=CA,Breakout
5,Major league soccer standings,https://trends.google.ca/trends/explore?q=major+league+soccer+standings&date=now+7-d&geo=CA,Breakout
6,Karim benzema,https://trends.google.ca/trends/explore?q=karim+benzema&date=now+7-d&geo=CA,Breakout
7,Luciano acosta,https://trends.google.ca/trends/explore?q=luciano+acosta&date=now+7-d&geo=CA,Breakout
8,Ligue 1,https://trends.google.ca/trends/explore?q=ligue+1&date=now+7-d&geo=CA,Breakout
9,Uefa champions league,https://trends.google.ca/trends/explore?q=uefa+champions+league&date=now+7-d&geo=CA,Breakout
10,Jordi alba,https://trends.google.ca/trends/explore?q=jordi+alba&date=now+7-d&geo=CA,Breakout
6,Karim benzema,https://trends.google.ca/trends/explore?q=karim+benzema&date=now+7-d&geo=CA,Breakout
7,Luciano acosta,https://trends.google.ca/trends/explore?q=luciano+acosta&date=now+7-d&geo=CA,Breakout
8,Ligue 1,https://trends.google.ca/trends/explore?q=ligue+1&date=now+7-d&geo=CA,Breakout
9,Uefa champions league,https://trends.google.ca/trends/explore?q=uefa+champions+league&date=now+7-d&geo=CA,Breakout
10,Jordi alba,https://trends.google.ca/trends/explore?q=jordi+alba&date=now+7-d&geo=CA,Breakout
11,How old is lionel messi,https://trends.google.ca/trends/explore?q=how+old+is+lionel+messi&date=now+7-d&geo=CA,Breakout
12,Mls scores,https://trends.google.ca/trends/explore?q=mls+scores&date=now+7-d&geo=CA,Breakout
13,Philadelphie union – inter miami,https://trends.google.ca/trends/explore?q=philadelphie+union+%E2%80%93+inter+miami&date=now+7-d&geo=CA,Breakout
14,Inter miami vs philadelphia union lineups,https://trends.google.ca/trends/explore?q=inter+miami+vs+philadelphia+union+lineups&date=now+7-d&geo=CA,Breakout
15,Wwe,https://trends.google.ca/trends/explore?q=wwe&date=now+7-d&geo=CA,Breakout
16,Inter miami vs philadelphia,https://trends.google.ca/trends/explore?q=inter+miami+vs+philadelphia&date=now+7-d&geo=CA,+700%
17,Serie a,https://trends.google.ca/trends/explore?q=serie+a&date=now+7-d&geo=CA,+450%
18,Premier league,https://trends.google.ca/trends/explore?q=premier+league&date=now+7-d&geo=CA,+250%
19,Kylian mbappé,https://trends.google.ca/trends/explore?q=kylian+mbapp%C3%A9&date=now+7-d&geo=CA,+250%
20,Mls standings,https://trends.google.ca/trends/explore?q=mls+standings&date=now+7-d&geo=CA,+250%
