Query,Line Number,Seed,Link,Rising Value,Date
 Sony,1,Sony 30th anniversary ps5,https://trends.google.ca/trends/explore?q=sony+30th+anniversary+ps5&date=now+7-d&geo=CA,Breakout,2024-09-26
 Sony,2,Ps5 pro 30th anniversary canada,https://trends.google.ca/trends/explore?q=ps5+pro+30th+anniversary+canada&date=now+7-d&geo=CA,Breakout,2024-09-26
 Sony,3,Ps5 pro pre order canada,https://trends.google.ca/trends/explore?q=ps5+pro+pre+order+canada&date=now+7-d&geo=CA,Breakout,2024-09-26
 Sony,4,Sony valuation,https://trends.google.ca/trends/explore?q=sony+valuation&date=now+7-d&geo=CA,Breakout,2024-09-26
 Sony,5,Sony 30th anniversary,https://trends.google.ca/trends/explore?q=sony+30th+anniversary&date=now+7-d&geo=CA,"+3,600%",2024-09-26
 Sony,6,Firewalk studios,https://trends.google.ca/trends/explore?q=firewalk+studios&date=now+7-d&geo=CA,"+1,350%",2024-09-26
 Sony,7,Sony state of play,https://trends.google.ca/trends/explore?q=sony+state+of+play&date=now+7-d&geo=CA,"+1,200%",2024-09-26
 Sony,8,Sony state of play 2024,https://trends.google.ca/trends/explore?q=sony+state+of+play+2024&date=now+7-d&geo=CA,+900%,2024-09-26
 Sony,9,Playstation direct canada,https://trends.google.ca/trends/explore?q=playstation+direct+canada&date=now+7-d&geo=CA,+700%,2024-09-26
 Sony,10,Sony state of play september 2024,https://trends.google.ca/trends/explore?q=sony+state+of+play+september+2024&date=now+7-d&geo=CA,+650%,2024-09-26
 Sony,11,Playstation direct,https://trends.google.ca/trends/explore?q=playstation+direct&date=now+7-d&geo=CA,+550%,2024-09-26
 Sony,12,Ps5 pro pre order,https://trends.google.ca/trends/explore?q=ps5+pro+pre+order&date=now+7-d&geo=CA,+400%,2024-09-26
 Sony,13,Sony direct canada,https://trends.google.ca/trends/explore?q=sony+direct+canada&date=now+7-d&geo=CA,+300%,2024-09-26
 Sony,14,Sony direct,https://trends.google.ca/trends/explore?q=sony+direct&date=now+7-d&geo=CA,+200%,2024-09-26
 Sony,15,Tosiba,https://trends.google.ca/trends/explore?q=tosiba&date=now+7-d&geo=CA,+190%,2024-09-26
 Sony,16,Sony xm5 pink,https://trends.google.ca/trends/explore?q=sony+xm5+pink&date=now+7-d&geo=CA,+180%,2024-09-26
 Sony,17,Concord,https://trends.google.ca/trends/explore?q=concord&date=now+7-d&geo=CA,+110%,2024-09-26
 Sony,18,Sony concord,https://trends.google.ca/trends/explore?q=sony+concord&date=now+7-d&geo=CA,+110%,2024-09-26
 Sony,19,Ubisoft stock,https://trends.google.ca/trends/explore?q=ubisoft+stock&date=now+7-d&geo=CA,+100%,2024-09-26
 Sony,20,Nec,https://trends.google.ca/trends/explore?q=nec&date=now+7-d&geo=CA,+90%,2024-09-26
 Sony,21,Sony stock nyse,https://trends.google.ca/trends/explore?q=sony+stock+nyse&date=now+7-d&geo=CA,+80%,2024-09-26
 Sony,22,Fujitsu-siemens,https://trends.google.ca/trends/explore?q=fujitsu-siemens&date=now+7-d&geo=CA,+70%,2024-09-26
 Sony,23,Sony rx1,https://trends.google.ca/trends/explore?q=sony+rx1&date=now+7-d&geo=CA,+70%,2024-09-26
 Sony,24,Sony ev z10,https://trends.google.ca/trends/explore?q=sony+ev+z10&date=now+7-d&geo=CA,+70%,2024-09-26
 Sony,25,Sony.ca,https://trends.google.ca/trends/explore?q=sony.ca&date=now+7-d&geo=CA,+60%,2024-09-26
